product_name,cost_low,cost_high,currency,min_order_quantity,unit,supplier_name,source_url
Gate driver IC,0.1,0.2,USD,1000,Piece,CTC Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Gate_Driver_IC.html
Gate driver IC,0.6,1.0,USD,500,Piece,Emi International (Hk) Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Gate_Driver_IC.html
Heat shrink tubing,0.02,0.04,USD,100,meter,Shanghai Hampool Enterprise Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Heat_Shrink_Tubing.html
Heat shrink tubing,0.05,7.0,USD,1000,meter,Suzhou Feibo Heat & Cold Shrinkable Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Heat_Shrink_Tubing.html
Heat shrink tubing,0.4,0.5,USD,200,meter,Suzhou Volsun Electronics Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Heat_Shrink_Tubing.html
Heater motor assembly,35.0,43.0,USD,50,set,Nanjing Leading Auto Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Blower_Motor_Assembly.html
Heater motor assembly,35.0,38.0,USD,1,Piece,Zhejiang Baiyuan Weihong Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Blower_Motor_Assembly.html
Heater motor assembly,10.0,10.0,USD,50,Piece,Guangzhou Kutway Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Blower_Motor_Assembly.html
Insulation film,1.69,2.49,USD,200,kg,Henan Jinzhi Electrical Insulation New Material Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Insulation_Film.html
Insulation film,2.35,5.0,USD,10,meter,Henan Jinzhi Electrical Insulation New Material Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Insulation_Film.html
Insulation film,8.5,9.0,USD,100,kg,Zhenjiang Chunhuan Sealing Materials Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Insulation_Film.html
Junction box,0.28,0.56,USD,1,Piece,Ningbo Zhongwei Enclosure Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Junction_Box.html
Junction box,2.99,5.99,USD,1000,Piece,Shenzhen Wandaan Precision Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Junction_Box.html
Junction box,3.5,9.0,USD,10,Piece,Changzhou Maxtree Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Junction_Box.html
Motor driver IC,0.04,0.14,USD,4000,Piece,CTC Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Motor_Driver_IC.html
Motor driver IC,0.1,0.1,USD,100,Piece,ShenZhen Nova Semiconductor Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Motor_Driver_IC.html
Motor driver IC,2.0,5.0,USD,5,Piece,Shenzhen Semilotec Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Motor_Driver_IC.html
New energy vehicle cable,1.01,2.09,USD,10,Piece,Shenzhen Zhendatech Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/New_Energy_Vehicle_Cable.html
New energy vehicle cable,8.0,12.0,USD,100,Piece,Shenzhen Forman Precision Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/New_Energy_Vehicle_Cable.html
New energy vehicle cable,0.1,10.0,USD,500,meter,Anhui Zhishang Cable Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/New_Energy_Vehicle_Cable.html
Power window switch,8.0,12.0,USD,100,Piece,Wenzhou RECHA Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Power_Window_Switch.html
Power window switch,7.0,9.0,USD,50,Piece,Wenzhou Zeyou Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Power_Window_Switch.html
Power window switch,2.15,2.43,USD,20,Piece,Shanghai Junxiang Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Power_Window_Switch.html
Relay,0.3,0.5,USD,1000,Piece,Jiangxi Weiqi Electric Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Relay.html
Relay,0.35,0.42,USD,1000,Piece,Ningbo Flourishing Precision Electron Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Relay.html
Relay,0.96,3.15,USD,100,Piece,Zhejiang Goodvic Electronic Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Relay.html
Solenoid / Solenoid valve,2.0,23.0,USD,2,Piece,Beijing Jiapin Ruitong Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Solenoid_Valve.html
Solenoid / Solenoid valve,7.0,12.0,USD,50,Piece,FS DynaChill Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Solenoid_Valve.html
Solenoid / Solenoid valve,19.1,56.0,USD,200,Piece,Xingyu Electron (Ningbo) Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Solenoid_Valve.html
Wire harness,0.1,5.0,USD,1,Piece,Shijiazhuang OurPCB Tech. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Wire_Harness.html
Wire harness,0.5,5.0,USD,100,Piece,Yueqing Baijin Electronics Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Wire_Harness.html
Wire harness,1.0,8.0,USD,100,Piece,Shanghai Star Electronic Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Wire_Harness.html
Outside handle,1.3,4.5,USD,50,Piece,Zhejiang Xingting Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Outside_Door_Handle.html
Outside handle,2.0,8.2,USD,50,Piece,Zhejiang Xingting Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Outside_Door_Handle.html
Outside handle,3.0,4.5,USD,1000,Piece,Dongguan Howe Precision Mold Co. LTD,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Outside_Door_Handle.html
Trunk lid,72.0,112.0,USD,10,Piece,Changzhou Indroid Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Trunk_Lid.html
Trunk lid,100.0,250.0,USD,5,Piece,Chongqing Yonghong Automotive Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Trunk_Lid.html
Trunk lid,119.0,274.7,USD,4,Piece,Guangzhou Hella Auto Parts Co. LTD / IDO GROUP,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Trunk_Lid.html
Washer pump,1.0,2.0,USD,10,Piece,Guangzhou Lingyue Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Washer_Pump.html
Washer pump,3.5,6.0,USD,10,Piece,Guangzhou Sunflower Auto Parts,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Washer_Pump.html
Washer tank,4.9,8.5,USD,1,set,Chengdu Diantong Automotive Electric Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Washer_Tank.html
Washer tank,5.0,12.0,USD,100,Piece,Shanghai Spb Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Washer_Tank.html
Washer tank,8.2,13.5,USD,5,Piece,Guangzhou Sunflower Auto Parts / IDO GROUP,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Washer_Tank.html
Window regulator,4.0,12.0,USD,1,Piece,Yangzhou Pusli / Beijing Jiapin Ruitong,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Window_Regulator.html
Window regulator,6.5,20.0,USD,2,Piece,Zhejiang LEVI / Chongqing Tianlang,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Window_Regulator.html
Window regulator,8.5,27.0,USD,1,Piece,Zhejiang Baiyuan Weihong,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Window_Regulator.html
Window regulator guide rail,0.1,13.0,USD,500,Piece,Hunan Dikai Precision Manufacturing Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Window_Regulator_Guide_Rail.html
Window regulator guide rail,0.4,1.0,USD,3000,Piece,Hunan Dikai Precision (Diamond Member),https://www.made-in-china.com/products-search/hot-china-products/Automotive_Window_Regulator_Guide_Rail.html
Wiper,0.52,0.99,USD,500,Piece,Xiamen Deerxuan Car Accessories Co. LTD,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Wiper.html
Wiper,0.6,1.3,USD,50,Piece,Dongguan Zhongyi Auto Accessories,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Wiper.html
Wiper,1.0,1.99,USD,100,Piece,Changsha Youngspeed,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Wiper.html
Air cleaner,8.0,25.0,USD,50,piece,Ruian Dongye Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Air_Cleaner.html
Air cleaner,5.0,15.0,USD,100,piece,Guangzhou Lingyue Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Air_Cleaner.html
Clutch master cylinder / pump,1.8,7.5,USD,300,piece,Ruian Dongye Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Master_Cylinder.html
Clutch master cylinder / pump,4.5,6.5,USD,20,set,Wuhan Circle Star Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Master_Cylinder.html
Clutch master cylinder / pump,5.5,7.0,USD,10,piece,Guangzhou Lingyue Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Master_Cylinder.html
Clutch release bearing,7.5,8.0,USD,10,piece,Hangzhou Zsoar Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Release_Bearing.html
Clutch release bearing,0.5,5.0,USD,10,set,Shandong Huaxu Bearing Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Release_Bearing.html
Clutch release bearing,8.0,15.0,USD,50,set,Yancheng Terbon Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Release_Bearing.html
Clutch slave cylinder,1.7,3.5,USD,300,piece,Ruian Dongye Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Slave_Cylinder.html
Clutch slave cylinder,6.0,8.57,USD,10,piece,Guangzhou Frey Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Slave_Cylinder.html
Clutch slave cylinder,4.2,4.6,USD,50,piece,Chongqing Lumo Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Slave_Cylinder.html
Cooling fan module,10.9,29.9,USD,50,piece,IDO GROUP CO. LTD.,https://www.made-in-china.com/products-search/hot-china-products/Cooling_Fan_Module_Auto.html
Cooling fan module,3.15,14.5,USD,20,piece,Guangzhou Xin Sande Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Cooling_Fan_Module_Auto.html
Cooling fan module,20.0,40.0,USD,10,piece,Guangzhou Jiuyuan Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Cooling_Fan_Module_Auto.html
Cooling module,39.0,120.0,USD,1,piece,Jinan Zhixing Tianxia Automotive Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Cooling_Module.html
Cooling module,60.0,100.0,USD,8,piece,Wenzhou Oustar Electrical Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Cooling_Module.html
Cooling module,46.0,49.0,USD,1,piece,Zhejiang Baiyuan Weihong Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Cooling_Module.html
Crankcase,10.0,1000.0,USD,1000,piece,Ningbo Maisheng Machinery Manufacturing Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Crankcase.html
Crankcase,3.0,5.0,USD,1000,piece,Sieg-Huao Gussworks (Nanjing) Company Limited,https://www.made-in-china.com/products-search/hot-china-products/Engine_Crankcase.html
Crankcase,7.9,9.0,USD,1000,piece,Chongqing Huizheng Machinery Manufacture Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Crankcase.html
Cylinder block,99.0,499.0,USD,1,piece,Shanghai Uniiso Industries Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Cylinder_Block.html
Cylinder block,200.0,700.0,USD,1,piece,Chongqing Ziptek Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Cylinder_Block.html
Cylinder block,243.0,269.0,USD,1,piece,Yiwu Hi-Great Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Engine_Cylinder_Block.html
Dual mass flywheel,65.0,65.0,USD,1,piece,Hangzhou Meisu Automotive Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Dual_Mass_Flywheel.html
Dual mass flywheel,30.8,47.0,USD,2,piece,Xingtai Tuoyuan Machinery Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Dual_Mass_Flywheel.html
Dual mass flywheel,72.0,88.0,USD,50,piece,Sichuan Mighty Machinery Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Dual_Mass_Flywheel.html
Automotive exterior LED component,1.3,10.2,USD,10,Piece,Guangdong Liangjian Lighting Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Headlamp.html
Automotive exterior LED component,4.2,10.2,USD,20,Pair,Shenzhen Aurora Technology Limited,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Headlamp.html
Door sealing profile,0.1,1.4,USD,500,Meter,Shanghai Xiongqi Seal Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Weatherstrip.html
Door sealing profile,0.22,1.2,USD,100,Meter,Hebei Hangyun Rubber Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Weatherstrip.html
Door sealing profile,0.5,0.8,USD,500,Meter,Hebei Xianghe Rubber & Plastic Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Weatherstrip.html
EC rearview mirror,38.0,38.0,USD,10000,Piece,Guangdong WinSton Technology Co. LTD.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Various_Lamps.html
EPP bumper energy absorber,1.0,1.0,USD,30,Piece,Topsun Company Limited,https://www.made-in-china.com/products-search/hot-china-products/EPP_Bumper_Energy_Absorber.html
EPP bumper energy absorber,7.5,8.9,USD,20,Piece,Nanjing IDO Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/EPP_Bumper_Energy_Absorber.html
EPP bumper energy absorber,4.9,5.6,USD,20,Piece,Gangzheng Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/EPP_Bumper_Energy_Absorber.html
Headlamp,34.0,260.0,USD,1,Piece,Shandong Chiron Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Headlamp.html
Headlamp,10.0,20.0,USD,1000,Piece,Guangdong WinSton Technology Co. LTD.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Headlamp.html
Headlamp,1.6,3.0,USD,10,Piece,Guangdong Liangjian Lighting Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Headlamp.html
Optical reflector,0.1,1.0,USD,1000,Piece,Ningbo Haishu Folan Electric Appliances Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Optical_Reflector.html
Optical reflector,0.5,0.5,USD,1,Piece,Yuyao Benma Electric Appliance Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Optical_Reflector.html
Turn signal lamp,0.05,0.45,USD,100,Piece,Pingxiang Bowang Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Turn_Signal_Lamp.html
Turn signal lamp,4.0,5.0,USD,20,Piece,Jiangsu Geling Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Turn_Signal_Lamp.html
Turn signal lamp,8.0,18.1,USD,5,Pair,Suifenhe Huayue Economic and Trade Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Turn_Signal_Lamp.html
Various lamps,40.0,90.0,USD,10,Set,Wuhan Circle Star Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Various_Lamps.html
Various lamps,75.0,98.0,USD,10,Piece,Hw Offroad Inc,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Various_Lamps.html
Weatherstrip,0.12,0.28,USD,1000,Meter,He Bei Hong An Automobile & Motorcycle Fittings Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Weatherstrip.html
Weatherstrip,0.35,0.65,USD,100,Meter,Xingtai Jinhu Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Weatherstrip.html
Weatherstrip,0.2,2.0,USD,1000,Piece,Xiamen Kingtom Rubber & Plastic Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Weatherstrip.html
Window glass,5.0,10.0,USD,30,Piece,Xuchang Jingger Glass Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Window_Glass.html
Window glass,12.0,12.0,USD,1500,Piece,Linyi Yonggang Glass Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Window_Glass.html
Window glass,22.0,35.0,USD,100,Piece,Shandong Seto Glass Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Window_Glass.html
Window sealing profile,0.4,4.0,USD,1000,Piece,Qingdao Bothwin Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Window_Sealing_Profile_Car.html
Window sealing profile,0.36,0.96,USD,1000,Meter,Hebei Shuzhi Rubber Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Window_Sealing_Profile_Car.html
Window sealing profile,0.13,0.15,USD,500,Meter,Qingdao JinYuan Rubber Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Window_Sealing_Profile_Car.html
5G T-BOX unit,30.00,88.00,USD,10,piece,Prose Corporation,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Compressor.html
5G T-BOX unit,60.00,100.00,USD,10,piece,Yiwu Hi-Great Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Compressor.html
5G T-BOX unit,39.50,45.80,USD,5,set,Nanjing Leading Auto Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Compressor.html
ABS,9.00,18.00,USD,2,piece,Flying Bull (Ningbo) Electronic Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_ABS_System.html
ABS,3500.00,5880.00,USD,1,piece,Guangdong Zhongcai Education Equipment Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_ABS_System.html
ABS,8000.00,16000.00,USD,1,piece,Guangzhou Guangtong Educational Equipment Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_ABS_System.html
AC hose,10.00,28.00,USD,100,piece,NINGBO SANHE REFRIGERATION CO. LTD.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Evaporator.html
AC hose,20.00,50.00,USD,10,set,Guangzhou Jingyi Automobile Air Conditioner Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Evaporator.html
AC hose,16.00,18.00,USD,1,piece,Hangzhou Yuqi Industrial Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Evaporator.html
AI smart cockpit system,300.00,300.00,USD,1,piece,Mingshang Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Smart_Cockpit_System.html
AI smart cockpit system,150.00,150.00,USD,1,piece,Mingshang Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Smart_Cockpit_System.html
AI smart cockpit system,350.00,350.00,USD,1,piece,Mingshang Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Smart_Cockpit_System.html
Air cleaner element,0.50,1.80,USD,100,piece,Nangong Tongda Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Auto_Air_Filter_Element.html
Air cleaner element,0.99,2.99,USD,100,piece,Anhui Meiruier Filter Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Air_Filter_Element.html
Air cleaner element,0.31,0.61,USD,500,piece,Hangzhou Rainbow Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Air_Filter_Element.html
Air conditioner compressor,69.00,130.00,USD,1,piece,Guangzhou Berlin Auto Parts Manufacturing Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Compressor.html
Air conditioner compressor,30.00,100.00,USD,20,piece,Anhui Changsheng Electromechanical Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Compressor.html
Air conditioner compressor,65.00,95.00,USD,100,piece,NINGBO SANHE REFRIGERATION CO. LTD.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Compressor.html
Air conditioner condenser,20.00,30.00,USD,10,piece,Guangdong Xin Tongshi Group Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Condenser.html
Air conditioner condenser,12.00,39.00,USD,100,piece,NINGBO SANHE REFRIGERATION CO. LTD.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Condenser.html
Air conditioner condenser,16.00,20.00,USD,10,piece,Guangzhou Jiuyuan Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Condenser.html
Air conditioner evaporator,17.00,19.00,USD,10,piece,Guangzhou Jiuyuan Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Evaporator.html
Air conditioner evaporator,15.00,20.00,USD,10,piece,Guangdong Xin Tongshi Group Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Evaporator.html
Air conditioner evaporator,13.00,20.00,USD,300,piece,Ningbo Hongzhuo Import & Export Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Evaporator.html
Air spring assembly,22.00,26.00,USD,10,piece,Jieke (Guangzhou) Intelligent Automobile Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Air_Spring.html
Air spring assembly,38.00,41.00,USD,10,piece,Qingdao Sintec Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Air_Spring.html
Air spring assembly,25.00,66.00,USD,2,piece,Qingdao GKT Shock Absorption Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Air_Spring.html
Airbag module,1.00,30.00,USD,5,piece,Guangzhou Saichi Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Airbag_Cover.html
Airbag module,9.50,17.00,USD,10,piece,Shenzhen Shpy Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Airbag_Cover.html
Airbag module,7.50,12.00,USD,20,piece,Guangzhou I-Pack Auto Parts Co. Limited,https://www.made-in-china.com/products-search/hot-china-products/Car_Airbag_Cover.html
Aluminium alloy ingot,980.00,2588.00,USD,1,ton,Jiangsu Jingye Iron and Steel Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminium_Alloy_Ingot.html
Aluminium alloy ingot,499.00,560.00,USD,25,ton,Wenzhou Sinco Steel Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminium_Alloy_Ingot.html
Aluminium alloy ingot,2375.00,2500.00,USD,4,ton,Tianjin Taihang Iron And Steel Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Aluminium_Alloy_Ingot.html
Aluminium die-casting alloy,499.00,560.00,USD,25,ton,Wenzhou Sinco Steel Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminium_Alloy_Ingot.html
Aluminium die-casting alloy,1300.00,2300.00,USD,10,ton,Hubei Ruichuang Metal Products Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Aluminium_Alloy_Ingot.html
Aluminium die-casting alloy,2800.00,3500.00,USD,1,ton,TIANJIN BOER KING STEEL CO. LIMITED,https://www.made-in-china.com/products-search/hot-china-products/Aluminium_Alloy_Ingot.html
Aluminum cast part,0.90,9.90,USD,10,piece,Bestpro (Ningbo) Precision Manufacturing Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Casting.html
Aluminum cast part,3.00,8.80,USD,10,piece,JiaXing Hongsteel Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Casting.html
Aluminum cast part,0.80,1.70,USD,100,piece,Qingdao Jinchuan Precision Casting Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Casting.html
Aluminum casting prototype,1.00,100.00,USD,1,piece,Jiashan Crystal Model Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Aluminum casting prototype,0.90,9.90,USD,10,piece,Bestpro (Ningbo) Precision Manufacturing Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Casting.html
Aluminum casting prototype,0.10,8.80,USD,1,piece,Xiamen Ballgarii General Equipment Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Aluminum die cast automotive part,0.90,9.90,USD,10,piece,Bestpro (Ningbo) Precision Manufacturing Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Part.html
Aluminum die cast automotive part,0.50,1.00,USD,1,piece,QINGDAO XINGHEXING PRECISION INDUSTRY CO. LTD,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Part.html
Aluminum die cast automotive part,2.50,3.50,USD,10,piece,JiaXing Hongsteel Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Aluminum die cast engine block,0.50,4.99,USD,1,piece,Qingdao Chengenxin Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Engine_Block.html
Aluminum die cast engine block,6.99,99.00,USD,1,piece,Qingdao Zhenlilai Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Engine_Block.html
Aluminum die cast engine block,46.00,66.00,USD,100,piece,Ningbo Ganyee Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Engine_Block.html
Aluminum die cast part,2.10,2.50,USD,100,kg,NINGBO QS MACHINERY INC.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Part.html
Aluminum die cast part,0.90,9.90,USD,10,piece,Bestpro (Ningbo) Precision Manufacturing Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Part.html
Aluminum die cast part,0.50,1.00,USD,1,piece,QINGDAO XINGHEXING PRECISION INDUSTRY CO. LTD,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Part.html
Aluminum extrusion part,2100.00,2800.00,USD,5,ton,Linyi Shengao Aluminium Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Extrusion_Profile.html
Aluminum extrusion part,2980.00,3680.00,USD,3,ton,Jiangyin Metalplus Aluminium Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Extrusion_Profile.html
Aluminum extrusion part,2.50,3.50,USD,500,kg,Guangdong Jinhuahai Aluminium Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Extrusion_Profile.html
Aluminum/zinc die cast automotive part,0.90,9.90,USD,10,piece,Bestpro (Ningbo) Precision Manufacturing Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Zinc_Die_Cast_Part.html
